Phecode,Phenotype,Category,Mean Age,#Cases /#Samples,%Female,#SOMAscan Proteins,#Olink Proteins,#Metabolon Metabolites,#Nightingale Metabolites,#RNAseq Gene expression,Download
379.2,Disorders of vitreous body,sense organs,67.94 ± 7.96,2678/396375,54%,0,0,0,0,0,https://drive.google.com/file/d/1Xhm9bn3OyQTFbDjOyc9DU-9iP-oTBTZl/view?usp=drivesdk
379.3,Aphakia and other disorders of lens,sense organs,67.99 ± 7.95,5011/399165,54%,0,0,0,0,0,https://drive.google.com/file/d/1wEZm3YRX9RAvAf4d2801qv9AcHWCrmOT/view?usp=drivesdk
379.4,Anomalies of pupillary function,sense organs,67.95 ± 7.96,213/393739,54%,0,0,0,0,1,https://drive.google.com/file/d/1sfF8xwEFhX9nd_7vpP4bJbuYMXaiIg4x/view?usp=drivesdk
379.5,Disorders of iris and ciliary body,sense organs,67.95 ± 7.96,740/394311,54%,0,0,0,0,0,https://drive.google.com/file/d/1mWKLUdp3vax5xUdW6X0-HC77Bc46-gtm/view?usp=drivesdk
379.9,Pain; swelling or discharge of eye,sense organs,67.95 ± 7.96,281/393791,54%,0,0,0,0,0,https://drive.google.com/file/d/1fW6BuZl8uTvfyDE-qaBglnKdC7SFrctp/view?usp=drivesdk
380,Disorders of external ear,sense organs,68.1 ± 7.97,899/408092,54%,0,0,0,0,0,https://drive.google.com/file/d/1ibdGaTpWnFdcoH4DSx3UPyHfo9WZQX1L/view?usp=drivesdk
380.1,Otitis externa,sense organs,68.09 ± 7.97,763/407974,54%,0,0,0,0,0,https://drive.google.com/file/d/18l4GoKbDm_HD4E4_v9SkmJCRJp193AmZ/view?usp=drivesdk
380.4,Impacted cerumen,sense organs,68.1 ± 7.96,489/407691,54%,1,0,0,0,1,https://drive.google.com/file/d/1McaBVqRRjWgwBYfesxjWivMFj-Txr9gK/view?usp=drivesdk
381.1,Otitis media,sense organs,68.07 ± 7.99,1399/405611,54%,0,0,0,0,2,https://drive.google.com/file/d/1es3dV_JLbAdDNAQPCDLMxPMKTd4klnia/view?usp=drivesdk
381.11,Suppurative and unspecified otitis media,sense organs,68.08 ± 7.99,1088/405307,54%,0,0,0,0,0,https://drive.google.com/file/d/1elOogDPd9mpA4QWCIlRwr9QH4LxM65s2/view?usp=drivesdk
381.2,Eustachian tube disorders,sense organs,68.1 ± 7.96,276/404481,54%,0,0,0,0,0,https://drive.google.com/file/d/170BN2ymNDUFdCrNzS2ytGJ1lLcPja6tC/view?usp=drivesdk
381.3,Mastoiditis & related conditions,sense organs,68.1 ± 7.96,215/404421,54%,0,0,0,0,0,https://drive.google.com/file/d/1jP3pv3CgMG4DJl45bWw2C7z0Wzrt8e5g/view?usp=drivesdk
381.9,Otorrhea,sense organs,68.1 ± 7.97,336/404540,54%,0,0,0,0,0,https://drive.google.com/file/d/1ilDM-3neYcW1hsR2BRA12E7HBQhSUJ72/view?usp=drivesdk
382,Otalgia,sense organs,68.1 ± 7.97,426/404643,54%,0,0,0,0,1,https://drive.google.com/file/d/1S7fIq0p1WdIof0ggKTSdhQ5icLeOjOAR/view?usp=drivesdk
383,Otosclerosis,sense organs,68.09 ± 7.97,362/404561,54%,0,0,0,0,3,https://drive.google.com/file/d/1OOFUxZec0PI1NLRI5uLwLZqIvKBtwUjE/view?usp=drivesdk
384,Other disorders of tympanic membrane,sense organs,68.09 ± 7.98,543/404743,54%,0,0,0,0,0,https://drive.google.com/file/d/1DeVFd_dWzmZ7HqCXHzJezBEGVMR7Hipa/view?usp=drivesdk
384.4,Perforation of tympanic membrane,sense organs,68.07 ± 7.99,1232/405446,54%,0,0,0,0,0,https://drive.google.com/file/d/1dAq3Kh-8SWkhLM8dCy6tmuLcTiHoY-iR/view?usp=drivesdk
385,Other disorders of middle ear and mastoid,sense organs,68.1 ± 7.97,236/404436,54%,1,0,0,0,0,https://drive.google.com/file/d/1lk1HcL9pL7AFWTirnXyYxRJf0d2YQ9fp/view?usp=drivesdk
385.3,Cholesteatoma,sense organs,68.09 ± 7.98,716/404926,54%,0,0,0,0,0,https://drive.google.com/file/d/1eJkMNO3bEodMJq4HilINpNs8Tm5tRlxf/view?usp=drivesdk
385.5,Tympanosclerosis and middle ear disease related to otitis media,sense organs,68.1 ± 7.97,293/404495,54%,0,0,0,0,0,https://drive.google.com/file/d/1N5m5ZadkwsHSbw_SW_-UbqHk3YH5oYlv/view?usp=drivesdk
386.1,Meniere's disease,sense organs,68.03 ± 7.96,952/398680,54%,0,0,0,0,0,https://drive.google.com/file/d/10xTs01lhP4EZ62qg90FN9lDMIAxPaevV/view?usp=drivesdk
386.2,Peripheral or central vertigo,sense organs,68.04 ± 7.96,970/398796,54%,0,0,0,0,0,https://drive.google.com/file/d/1cJnf_zmdRm8viBtQXrxHllWjaOJRkstq/view?usp=drivesdk
386.3,Labyrinthitis,sense organs,68.03 ± 7.97,1118/398816,54%,0,0,0,0,0,https://drive.google.com/file/d/1fkScmCytlgIyqbJMvqtCoNNsTKViKA_9/view?usp=drivesdk
386.9,Dizziness and giddiness (Light-headedness and vertigo),sense organs,67.97 ± 8.02,8131/406522,54%,0,0,0,0,0,https://drive.google.com/file/d/1R7dpA4eqhjvI6sNKWi4pCwRMBFyOrM_V/view?usp=drivesdk
389,Hearing loss,sense organs,67.99 ± 7.99,9101/406670,54%,0,0,0,0,0,https://drive.google.com/file/d/12CNVOEaM_Vh7VLDOtGf9uiqhPKF9Rwh1/view?usp=drivesdk
389.1,Sensorineural hearing loss,sense organs,67.99 ± 7.95,1146/397786,54%,1,0,0,0,0,https://drive.google.com/file/d/1SodzjhckIbAxmoUf0n0awel6i1b1OaHT/view?usp=drivesdk
389.2,Conductive hearing loss,sense organs,67.97 ± 7.97,632/397115,54%,0,0,0,0,0,https://drive.google.com/file/d/1LunTdFnHj_UrlX3aCdOoc6-At5b8Dtg4/view?usp=drivesdk
389.3,Degenerative and vascular disorders of ear,sense organs,67.99 ± 7.95,279/396814,54%,0,0,0,0,0,https://drive.google.com/file/d/1s5fRIsZ3z0FFWj2_boCpVCGJ_klyN61f/view?usp=drivesdk
389.4,Tinnitus,sense organs,67.98 ± 7.96,1096/397678,54%,0,0,0,0,0,https://drive.google.com/file/d/19kj1ai_2H4JDPkNFzqEL34EAWejJsYIu/view?usp=drivesdk
394,Rheumatic disease of the heart valves,circulatory system,67.97 ± 7.95,2593/396943,54%,0,0,0,0,0,https://drive.google.com/file/d/1jp7HBZDzc3_Eoieu-UnSfVQj3mEw_cPj/view?usp=drivesdk
394.2,Mitral valve disease,circulatory system,67.95 ± 7.96,6392/401048,54%,0,0,0,0,0,https://drive.google.com/file/d/1t0lpxiSBweaZSJ6rYhV-dJReKwz9S3j0/view?usp=drivesdk
394.3,Aortic valve disease,circulatory system,67.95 ± 7.96,2716/396880,54%,0,0,0,0,0,https://drive.google.com/file/d/1VYPCmkTYLagpc42B_yRGHJv4Rfv2lUp9/view?usp=drivesdk
394.7,Disease of tricuspid valve,circulatory system,67.97 ± 7.95,3078/397518,54%,0,0,0,0,0,https://drive.google.com/file/d/1gvmoOSqOQ2eO_SMz9CKggbF9dhbWwT2W/view?usp=drivesdk
395.1,Nonrheumatic mitral valve disorders,circulatory system,67.95 ± 7.96,6204/400849,54%,0,0,0,0,0,https://drive.google.com/file/d/1Vh4hezL1VNJtYcyMztfuLJZayc-DPJgD/view?usp=drivesdk
395.2,Nonrheumatic aortic valve disorders,circulatory system,67.95 ± 7.96,647/394604,54%,0,0,0,0,0,https://drive.google.com/file/d/1XDRUgLC83dLD8zRdOXP4Tt1EhFfP4VGI/view?usp=drivesdk
395.3,Nonrheumatic tricuspid valve disorders,circulatory system,67.95 ± 7.95,324/394243,54%,0,0,0,0,0,https://drive.google.com/file/d/13vC4sQz2GTthzylvivtSRyIuOB8iORwt/view?usp=drivesdk
395.4,Nonrheumatic pulmonary valve disorders,circulatory system,67.95 ± 7.95,353/394333,54%,0,0,0,0,0,https://drive.google.com/file/d/1VYngQRN62Ek670UWeE3mcGqfr6zhfVa1/view?usp=drivesdk
395.6,Heart valve replaced,circulatory system,67.94 ± 7.96,2658/396744,54%,0,0,0,0,0,https://drive.google.com/file/d/13x2C6FczqhgDRuyMckR1g5AqY0vb_ZmJ/view?usp=drivesdk
396,Abnormal heart sounds,circulatory system,67.94 ± 7.97,2167/396230,54%,0,0,0,0,0,https://drive.google.com/file/d/137ufupRvNj0Ywf5Awg5HjlxfngxNiANs/view?usp=drivesdk
401,Hypertension,circulatory system,66.66 ± 8.0,161/289957,57%,0,0,0,0,0,https://drive.google.com/file/d/1F1eeV1v6EWKaba-k1ZagPzT-Y9AECQ-X/view?usp=drivesdk
401.1,Essential hypertension,circulatory system,65.98 ± 8.1,113447/408096,54%,195,30,75,80,695,https://drive.google.com/file/d/1gTmnzrTLdgNqJYePGqwC6AAZltwdpWzv/view?usp=drivesdk
401.21,Hypertensive heart disease,circulatory system,66.68 ± 7.99,616/290478,57%,0,0,0,0,0,https://drive.google.com/file/d/1dVK3C2RNymJZloQh2N0yFcqr35BwZFno/view?usp=drivesdk
401.22,Hypertensive chronic kidney disease,circulatory system,66.65 ± 7.99,1653/291476,57%,0,0,0,0,0,https://drive.google.com/file/d/1psswFVYOQLMJ8p3URYbRJ655S3aUfN0n/view?usp=drivesdk
401.3,Other hypertensive complications,circulatory system,66.67 ± 7.99,187/289996,57%,0,0,0,0,0,https://drive.google.com/file/d/1oi-3P_ARdIbSv5OMKB7vP2wn05N5XrWi/view?usp=drivesdk
402,Elevated blood pressure reading without diagnosis of hypertension,circulatory system,66.65 ± 8.01,2349/292302,57%,0,0,0,0,0,https://drive.google.com/file/d/19Nwk6NL5qUnTG89ms-lYnb2bt6yeAfyu/view?usp=drivesdk
411,Ischemic Heart Disease,circulatory system,67.56 ± 8.0,350/360063,57%,0,0,1,44,7,https://drive.google.com/file/d/1Yhgej2u_HUi-HSn5-82pPBh8S6rcDMtv/view?usp=drivesdk
411.1,Unstable angina (intermediate coronary syndrome),circulatory system,67.47 ± 8.02,6110/366056,56%,67,3,21,92,34,https://drive.google.com/file/d/16L5J48O2nSpjAd47F64mVz6xDBXxmCrK/view?usp=drivesdk
411.2,Myocardial infarction,circulatory system,67.44 ± 8.05,18898/379860,55%,131,31,43,108,135,https://drive.google.com/file/d/1381zRpMr-5tBkKM7RHrmHccxtmqaHtTL/view?usp=drivesdk
411.3,Angina pectoris,circulatory system,67.37 ± 8.04,22391/383023,55%,126,17,39,105,139,https://drive.google.com/file/d/1DiQgYZY7nUfdsGU1jbESIsQsjD07BALF/view?usp=drivesdk
411.4,Coronary atherosclerosis,circulatory system,67.32 ± 8.04,28854/390159,54%,160,32,54,114,251,https://drive.google.com/file/d/1E5a_WqbFT0BBm7fJ_CYgzlIPjpKcaMow/view?usp=drivesdk
411.41,Aneurysm and dissection of heart,circulatory system,67.57 ± 7.99,1196/360980,57%,0,0,0,0,1,https://drive.google.com/file/d/1fMfw31bHy8USBbYgdNtPDruyRLDEnD5h/view?usp=drivesdk
411.8,Other chronic ischemic heart disease; unspecified,circulatory system,67.47 ± 8.0,23890/385050,55%,126,22,53,104,170,https://drive.google.com/file/d/1YZMOoxp4IjOdhJ3IoIBzTfFEg-l3suSM/view?usp=drivesdk
411.9,Other acute and subacute forms of ischemic heart disease,circulatory system,67.57 ± 7.98,2621/362579,57%,8,0,3,52,7,https://drive.google.com/file/d/1uzYnUcCpZOwoPFbZw-c95lKW__QFaaPJ/view?usp=drivesdk
414,Other forms of chronic heart disease,circulatory system,67.61 ± 7.98,5330/365941,56%,3,0,4,60,9,https://drive.google.com/file/d/1N_cH58-ymGNzgwn_bkwUKadUyQUAZxcx/view?usp=drivesdk
415,Pulmonary heart disease,circulatory system,67.95 ± 8.0,6634/401859,54%,151,26,14,6,39,https://drive.google.com/file/d/1xz_tP8npdMwg-xhcOYAP3fjJW-IjeQQj/view?usp=drivesdk
415.2,Chronic pulmonary heart disease,circulatory system,68.0 ± 7.96,372/394990,55%,0,0,0,0,0,https://drive.google.com/file/d/1G3R6slD9dmkwwHkrsuC276Q6tVnYv9-Y/view?usp=drivesdk
415.21,Primary pulmonary hypertension,circulatory system,68.0 ± 7.97,579/395170,55%,0,0,0,0,0,https://drive.google.com/file/d/1xWpAq_yp2hgNXgdOGk0XI0hclVArs4SB/view?usp=drivesdk
416,Cardiomegaly,circulatory system,68.01 ± 7.97,6300/401800,54%,1,0,4,23,3,https://drive.google.com/file/d/1uPW34Gt2Y-H8QwyDjEO4Etl7QGf1sxUX/view?usp=drivesdk
418,Nonspecific chest pain,circulatory system,67.15 ± 8.52,37100/405484,54%,13,0,5,45,21,https://drive.google.com/file/d/1jJ-wed7vK2H7AN4z8hDZO_pJTefd3EZY/view?usp=drivesdk
418.1,Precordial pain,circulatory system,67.88 ± 8.01,6061/373583,54%,5,2,0,0,1,https://drive.google.com/file/d/1TEAst54c_dUfd98cfFaCosAyQNj7yWrW/view?usp=drivesdk
420.1,Myocarditis,circulatory system,68.07 ± 7.96,215/402998,54%,0,0,0,0,0,https://drive.google.com/file/d/1VD_OF4FJwjeZlX92fy6HX4OBE0uZDuTk/view?usp=drivesdk
420.2,Pericarditis,circulatory system,68.06 ± 7.97,2053/405016,54%,0,0,0,0,0,https://drive.google.com/file/d/1Etn6m3leW-M7PG8F8SX1MJ1TsQlfJnys/view?usp=drivesdk
420.21,Acute pericarditis,circulatory system,68.07 ± 7.97,286/403064,54%,0,0,0,0,0,https://drive.google.com/file/d/1LtjZfw_h1WhTF6uRmCX3fT9X_vkj0lUx/view?usp=drivesdk
420.22,Chronic pericarditis,circulatory system,68.08 ± 7.96,266/403055,54%,0,0,0,0,1,https://drive.google.com/file/d/1A8V5YN8zCGiEuKDKt0BjKF7iqRcgTxnT/view?usp=drivesdk
420.3,Endocarditis,circulatory system,68.07 ± 7.96,1369/404280,54%,0,0,0,0,0,https://drive.google.com/file/d/1NsPH9PBWlPIdvmq2qjVyLWj2JBuySoxa/view?usp=drivesdk
425.1,Primary/intrinsic cardiomyopathies,circulatory system,68.06 ± 7.97,1930/404843,54%,1,0,0,0,1,https://drive.google.com/file/d/1T8F282k2oo7VmnJtLIl3VEsaia2dCK_z/view?usp=drivesdk
425.11,Hypertrophic obstructive cardiomyopathy,circulatory system,68.07 ± 7.96,204/402986,54%,0,0,0,0,0,https://drive.google.com/file/d/1u4hcqFm-tOG7vlSb5OjeP-KflewP-cDG/view?usp=drivesdk
425.12,Other hypertrophic cardiomyopathy,circulatory system,68.07 ± 7.96,309/403104,54%,0,0,0,0,0,https://drive.google.com/file/d/1hghe5PvK5N1sfBnaSGpfbUh4GXlk-GnH/view?usp=drivesdk
426,Cardiac conduction disorders,circulatory system,67.67 ± 7.96,338/363632,56%,0,0,0,0,0,https://drive.google.com/file/d/162hQCP42nColuBu4gwhP_S93S4Crefc9/view?usp=drivesdk
426.2,Atrioventricular [AV] block,circulatory system,67.67 ± 7.96,274/363569,56%,0,0,0,0,0,https://drive.google.com/file/d/1p-h0ZEZah-vruq0UJk7tCdV1SflvQxmK/view?usp=drivesdk
426.21,First degree AV block,circulatory system,67.69 ± 7.96,2590/366272,55%,0,0,0,0,0,https://drive.google.com/file/d/1gEmo6Nvfl8soebxjxnqZql0j9EbXq_Uc/view?usp=drivesdk
426.23,Second degree AV block,circulatory system,67.67 ± 7.96,988/364372,56%,0,0,0,0,0,https://drive.google.com/file/d/1hFCwoSevG3MPMVxfL7_vWSQ1Pxx7Rf2Q/view?usp=drivesdk
426.24,Atrioventricular block; complete,circulatory system,67.68 ± 7.96,1313/364730,56%,0,0,0,0,0,https://drive.google.com/file/d/1OoUSLH-wxgn9dOrY9505Kh2UQS8eI-mn/view?usp=drivesdk
426.25,Other heart block,circulatory system,67.67 ± 7.96,231/363517,56%,0,0,0,0,0,https://drive.google.com/file/d/1_S72MBvEAYW0TIRAV0k9K4yNak4aJ1k8/view?usp=drivesdk
426.3,Bundle branch block,circulatory system,67.67 ± 7.96,694/364054,56%,0,0,0,0,0,https://drive.google.com/file/d/1MWOlF3S1Cu7bsLjz59J6K9wEgm0dFRs_/view?usp=drivesdk
426.31,Right bundle branch block,circulatory system,67.68 ± 7.96,3609/367317,55%,0,0,0,0,0,https://drive.google.com/file/d/1cSckPYuNORIKQ2kSHjpGz1kP6M1PabyE/view?usp=drivesdk
426.32,Left bundle branch block,circulatory system,67.68 ± 7.96,3843/367551,56%,0,0,0,0,0,https://drive.google.com/file/d/1n0VgEGjSWO_14l4ZNzYatujeMnIXekJV/view?usp=drivesdk
426.4,Anomalous atrioventricular excitation,circulatory system,67.66 ± 7.97,275/363538,56%,0,0,0,0,0,https://drive.google.com/file/d/1ThVGVwXT5uequXT6dT2fZHsYSjR0jHsu/view?usp=drivesdk
426.9,Cardiac pacemaker/device in situ,circulatory system,67.67 ± 7.96,380/363653,56%,0,0,0,0,0,https://drive.google.com/file/d/1njfS5TNcqEWVVBHl-IYgHp9HDBAyZqSJ/view?usp=drivesdk
426.91,Cardiac pacemaker in situ,circulatory system,67.69 ± 7.96,4754/368522,55%,18,0,1,38,6,https://drive.google.com/file/d/1n5prV1zs2L_cq9vZuPbuMd6QZa1VSsGT/view?usp=drivesdk
427,Cardiac dysrhythmias,circulatory system,67.66 ± 7.98,584/363888,56%,0,0,0,0,0,https://drive.google.com/file/d/1C6xjCn_VjoRI7GV0FDOm9yX8swTyaFC0/view?usp=drivesdk
427.1,Paroxysmal tachycardia; unspecified,circulatory system,67.66 ± 7.97,175/363439,56%,0,0,0,0,0,https://drive.google.com/file/d/1oD-nQDNEtLir1-9pGflsziSqNoiB5kvX/view?usp=drivesdk
427.11,Paroxysmal supraventricular tachycardia,circulatory system,67.62 ± 8.0,3625/367113,56%,0,0,0,0,0,https://drive.google.com/file/d/15lpPv2Qa3bz2y6K-Uk-vZCmK1rYNxGfd/view?usp=drivesdk
427.12,Paroxysmal ventricular tachycardia,circulatory system,67.66 ± 7.97,1590/365006,56%,0,0,0,0,0,https://drive.google.com/file/d/1VkOqJkCMMr8g5coAzu2sXHWnkQCtA3uH/view?usp=drivesdk
427.2,Atrial fibrillation and flutter,circulatory system,67.53 ± 7.97,18566/381822,55%,22,9,1,13,70,https://drive.google.com/file/d/1qPd1NdUTkZzYgZaNr7T06yg6RHM_AXKg/view?usp=drivesdk
427.3,Other specified cardiac dysrhythmias,circulatory system,67.65 ± 7.98,6256/370144,55%,40,1,6,41,10,https://drive.google.com/file/d/1LzugHJTtPzdlO83ydAywgbBHTc5Q4tUY/view?usp=drivesdk
427.4,Cardiac arrest and ventricular fibrillation,circulatory system,67.66 ± 7.96,629/363951,56%,0,0,0,0,0,https://drive.google.com/file/d/15UcgVAqOghrF0Ni26ssQnPb2jgZVSlik/view?usp=drivesdk
427.41,Ventricular fibrillation and flutter,circulatory system,67.67 ± 7.96,619/363941,56%,0,0,0,0,0,https://drive.google.com/file/d/17vAiKvKoHsWIUuqFjK6wG2UpgAhEPHS6/view?usp=drivesdk
427.42,Cardiac arrest,circulatory system,67.67 ± 7.96,2039/365475,56%,0,0,0,0,0,https://drive.google.com/file/d/1vBceC65dlJCyjpz1EGZ-XgtNy6DQmk_k/view?usp=drivesdk
427.5,Arrhythmia (cardiac) NOS,circulatory system,67.66 ± 7.97,1800/365201,56%,0,0,0,0,0,https://drive.google.com/file/d/1u9mR6607vCJEN2s7vqudV8siEZjqv-nV/view?usp=drivesdk
427.6,Premature beats,circulatory system,67.66 ± 7.97,1469/364908,56%,0,0,0,0,0,https://drive.google.com/file/d/1AREcJI-l_rBBPTA68WF1HyFfxYxG7t7C/view?usp=drivesdk
427.61,Supraventricular premature beats,circulatory system,67.67 ± 7.96,264/363547,56%,0,0,0,0,0,https://drive.google.com/file/d/1W01ojuWacJFySx8ApGJz9Ev7CZr_uOZq/view?usp=drivesdk
427.7,Tachycardia NOS,circulatory system,67.64 ± 7.98,4248/367958,56%,0,0,0,0,0,https://drive.google.com/file/d/1uQb30HtEq9K3TmjFy3kS70xokBx7cCnA/view?usp=drivesdk
427.8,Sinoatrial node dysfunction (Bradycardia),circulatory system,67.67 ± 7.96,902/364258,56%,0,0,0,0,1,https://drive.google.com/file/d/1ZhaloSzqLe6nyvyhCKQvgY47eaXzIljl/view?usp=drivesdk
427.9,Palpitations,circulatory system,67.57 ± 8.03,5746/369394,56%,0,0,0,0,0,https://drive.google.com/file/d/17lDmbvdJtFXTKqbpqsqsehrW36_MmEOe/view?usp=drivesdk
428.1,Congestive heart failure (CHF) NOS,circulatory system,67.99 ± 7.95,4945/400557,54%,0,0,0,0,0,https://drive.google.com/file/d/192gOJcXEgEg0qX0rTfhXdPlnYkNr9Z7n/view?usp=drivesdk
428.2,Heart failure NOS,circulatory system,67.97 ± 7.96,9330/405413,54%,31,5,3,60,21,https://drive.google.com/file/d/1sseQY3pTA_-f9ZwVTQdKb1g64m8ye-uD/view?usp=drivesdk
429.2,Abnormal function study of cardiovascular system,circulatory system,67.95 ± 7.96,947/395947,55%,0,0,0,0,0,https://drive.google.com/file/d/1AtJn_UITyqjuSzXRm6VT-dL0uhIfZo1Y/view?usp=drivesdk
429.3,Symptoms involving cardiovascular system,circulatory system,67.95 ± 7.96,340/395323,55%,0,0,0,0,0,https://drive.google.com/file/d/1kbxZNeleppOWQUNifYlO8ZVmKao-ynVG/view?usp=drivesdk
430,Intracranial hemorrhage,circulatory system,67.91 ± 7.96,285/390256,55%,0,0,0,0,0,https://drive.google.com/file/d/17kbnUcsZbkqierCvy2hgb1bfamecyrmD/view?usp=drivesdk
430.1,Subarachnoid hemorrhage,circulatory system,67.89 ± 7.97,1160/391175,55%,0,0,0,0,1,https://drive.google.com/file/d/1trf5O5N2_zBjv3xtEA-iOy-GdXD3emg-/view?usp=drivesdk
430.2,Intracerebral hemorrhage,circulatory system,67.91 ± 7.96,1457/391548,55%,25,0,1,0,0,https://drive.google.com/file/d/1M6dnrjvdkCTsP48QfxIXnJyrEKl500yO/view?usp=drivesdk
430.3,Subdural hemorrhage,circulatory system,67.91 ± 7.96,546/390534,55%,0,0,0,0,0,https://drive.google.com/file/d/1Vw_IXQjkEtoWY5SE3Pq2MGgie50GxuNK/view?usp=drivesdk
433,Cerebrovascular disease,circulatory system,67.92 ± 7.96,3170/393506,55%,0,0,0,0,0,https://drive.google.com/file/d/1PADT9_cmZBtzMFdnampX-NvIXYEjhDV1/view?usp=drivesdk
433.1,Occlusion and stenosis of precerebral arteries,circulatory system,67.91 ± 7.96,1845/391994,55%,7,0,3,60,4,https://drive.google.com/file/d/1cvg4gzwE_CXR1cNhNbI28VEdU-lHpcyM/view?usp=drivesdk
433.11,Occlusion of cerebral arteries; with cerebral infarction,circulatory system,67.91 ± 7.96,238/390194,55%,0,0,0,0,0,https://drive.google.com/file/d/1AisijJ_F6jdCAL-2pMedXbzITM_PT48z/view?usp=drivesdk
433.12,Cerebral atherosclerosis,circulatory system,67.91 ± 7.96,538/390562,55%,0,0,0,0,0,https://drive.google.com/file/d/1_l2RaMMHgSczyPqrxx6nTCRRSGLyvW0M/view?usp=drivesdk
433.2,Occlusion of cerebral arteries,circulatory system,67.9 ± 7.97,5463/395969,54%,0,0,0,0,0,https://drive.google.com/file/d/1bGuogQeitlyEFareTgZ4NRHpEqRJJmQz/view?usp=drivesdk
433.21,Cerebral artery occlusion; with cerebral infarction,circulatory system,67.91 ± 7.97,3753/394234,54%,0,0,0,0,0,https://drive.google.com/file/d/180Dc6XBWqi1H5_BttwrSqLgYt2LAhtZZ/view?usp=drivesdk
433.3,Cerebral ischemia,circulatory system,67.94 ± 7.96,2749/393316,55%,26,0,1,1,2,https://drive.google.com/file/d/1cBBbvPdilARqzdi6isdIttBRMsepiDhj/view?usp=drivesdk
433.31,Transient cerebral ischemia,circulatory system,67.89 ± 7.97,3313/393496,55%,0,0,0,0,0,https://drive.google.com/file/d/1H-yuETDLaW5RmpwPFXBKMlETWP9wP5Km/view?usp=drivesdk
433.5,Cerebral aneurysm,circulatory system,67.9 ± 7.96,613/390598,55%,1,0,0,0,0,https://drive.google.com/file/d/1EJLg6syEn71ki-_ippkWlyFpfzgjAwzT/view?usp=drivesdk
433.8,Late effects of cerebrovascular disease,circulatory system,67.9 ± 7.97,2372/392529,55%,0,0,0,0,0,https://drive.google.com/file/d/18liDt0iYqXWfbKH4zv8eKvv3xkXVg0fU/view?usp=drivesdk
440,Atherosclerosis,circulatory system,67.97 ± 7.96,372/394007,55%,0,0,0,0,0,https://drive.google.com/file/d/1Lr04Q-_BL9nMGvAhDwNyi3vgL6L-nQmH/view?usp=drivesdk
440.2,Atherosclerosis of the extremities,circulatory system,67.96 ± 7.96,579/394191,55%,0,0,0,0,0,https://drive.google.com/file/d/1bSgsK1eGVm6EqGiXuEPL21WJZyxBqOxr/view?usp=drivesdk
440.9,Atherosclerosis of aorta,circulatory system,67.97 ± 7.96,234/393860,55%,0,0,0,0,1,https://drive.google.com/file/d/1dAJVXZK5TpkQ8626IbpSzHUEBgWAaGq2/view?usp=drivesdk
441,Vascular insufficiency of intestine,circulatory system,67.97 ± 7.96,720/394416,55%,0,0,0,0,0,https://drive.google.com/file/d/1o3Pj9QK4X7e-dxM9EDImL_Fvi7dOg6mx/view?usp=drivesdk
441.1,Acute vascular insufficiency of intestine,circulatory system,67.97 ± 7.96,569/394241,55%,0,0,0,0,0,https://drive.google.com/file/d/1ziCrP1duRVnaJL9MtU4JD7wWLNwDQTQO/view?usp=drivesdk
442.1,Aortic aneurysm,circulatory system,67.97 ± 7.96,1407/395188,54%,0,0,0,0,0,https://drive.google.com/file/d/1WuwdJkZmy06dEuxaDKvfckq7jqsKURVg/view?usp=drivesdk
442.11,Abdominal aortic aneurysm,circulatory system,67.98 ± 7.95,1910/395707,54%,6,1,10,77,5,https://drive.google.com/file/d/1Vq-AWm8doJmG6LGpbEPxYAyhEdwjOAQw/view?usp=drivesdk
442.2,Aneurysm of iliac artery,circulatory system,67.97 ± 7.96,211/393846,55%,0,0,0,0,0,https://drive.google.com/file/d/1WWHyD1M2wmvDRdtNLAaIa8ZbiKr5yAen/view?usp=drivesdk
442.3,Aneurysm of artery of lower extremity,circulatory system,67.97 ± 7.96,284/393923,55%,0,0,0,0,0,https://drive.google.com/file/d/1Ym-PEMNM17kI_Gzmy4B88EJlgJJYuLQf/view?usp=drivesdk
442.8,Aneurysm of other specified artery,circulatory system,67.97 ± 7.96,377/394034,55%,0,0,0,0,0,https://drive.google.com/file/d/1rKxt3NWc4LAGnWoOJJpg04lHCCut3-pN/view?usp=drivesdk
443.1,Raynaud's syndrome,circulatory system,67.95 ± 7.98,2175/395979,55%,3,0,0,0,3,https://drive.google.com/file/d/18NKMdDZ28pJjDnWXaYXdpbU2IwVSqtnT/view?usp=drivesdk
443.7,Peripheral angiopathy in diseases classified elsewhere,circulatory system,67.97 ± 7.96,687/394364,55%,0,0,0,0,1,https://drive.google.com/file/d/1MrsjGmRaR1itSA-fmyqEak69agkB1r7G/view?usp=drivesdk
443.9,Peripheral vascular disease; unspecified,circulatory system,67.96 ± 7.97,4579/398537,54%,8,2,2,64,11,https://drive.google.com/file/d/1vz61iwaWuxtjwGwX1-meUkoARQQHekPM/view?usp=drivesdk
444,Arterial embolism and thrombosis,circulatory system,67.96 ± 7.97,659/394315,55%,0,1,0,0,0,https://drive.google.com/file/d/1EjRfJ8B6Tsod4FcIsKXyqaIXdJMsFyYb/view?usp=drivesdk
444.1,Arterial embolism and thrombosis of lower extremity artery,circulatory system,67.97 ± 7.96,854/394512,55%,0,0,0,0,0,https://drive.google.com/file/d/1FlGnNMNDWsdPzMVhy4O5WcOMaHnwHJde/view?usp=drivesdk
